kanji	index	reading	sentence
後	17	のち	AUTO の 指示 に より 機能 停止 中 の EVE から 植物 を 盗む が 、 後 に AUTO と 艦長 の 乱闘 中 に 破壊 さ れ て しまう 。
後	24	のち	ブキャナン 郡 は 1837 年 に 設立 さ れ 、 郡名 は 当時 アメリカ 合衆 国 上院 議員 を 務め て おり 、 後 に 第 15 代 アメリカ 合衆 国 大統領 に なっ た ジェームズ ・ ブキャナン に 因ん で 名付け られ た 。
後	33	ゴ	1941 年 1 月 27 日 から コロラド は 真珠 湾 を 母港 と し 、 ハワイ の 訓練 水域 で 6 月 25 日 まで 艦隊 演習 を 行い 、 その 後 オーバーホール の ため ピュージェット ・ サウンド 海軍 工廠 へ 向かい 、 1942 年 3 月 31 日 まで 補修 を 受け た 。
後	47	のち	アナログ 総合 の 親局 で 全国 的 に 3 ch が 多かっ た 理由 は 、 テレビ 放送 が 開局 し た 当初 1 ch ・ 2 ch ・ 12 ch が 米軍 の レーダー に 使用 さ れ て い た ため で ある 、 後 に その 周波 数 は 返還 さ れ た もの の 、 NHK に つい て は 第 一 次 チャンネル プラン で それ ら の 地域 に 3 ch が 割り当て られ た から で ある 。
後	17	ゴ	50 万 円 以上 の 債権 の 弁済 率 は 1 % で 、 認可 確定 後 速やか に 弁済 を 行う 予定 。
後	70	ゴ	福井 ・ 金沢 ・ 富山 方面 へ の 延伸 に あたっ て は 、 政府 の 財政 難 から 民間 資本 に よる 建設 が 計画 さ れ た が 、 不況 で 資金 が 集まら ず 会社 設立 まで 至ら なかっ たり 、 鉄道 敷設 の 仮免 状 下付 に まで 漕ぎ付け た もの の 内紛 から 着工 する こと が でき なかっ た ため 、 結局 その 後 、 敦賀 以北 も 官営 鉄道 と し て 建設 する こと が 決定 さ れ 、 1893 年 に 着工 さ れ た 。
後	5	コウ	都 に 戻る と 後 将軍 の まま 少府 と なっ た 。
後	1	のち	後 に 最初 から アマテラス の 本当 の 姿 が 見え て いる こと が 語ら れ 、 一方 的 に アマテラス と 兄弟 の 契り を 交わす 。
後	15	ゴ	二本松 市 の 中心 部 から 離れ て いる こと も あり 、 合併 後 も 東和 地区 に 根ざし た 行事 に 活用 さ れる こと が 多い 。
後	2	ゴ	その 後 サム は 息子 の ジョナ と 共 に シアトル に 越し て き た が 、 ジョナ は 、 落ち込む 父親 の ため に 新しい 奥 さん が 必要 と 、 ある ラジオ 局 に 電話 を する 。
後	11	ゴ	来年 3 月 末 の 長野 電鉄 屋代 線 廃止 後 の 地域 交通 の 在り 方 など を 含め 、 市政 課題 を めぐる 論戦 が 展開 さ れ そう だ 。
後	1	のち	後 に 日本 海軍 の 海防 艦 五百 島 と なっ た 。
後	12	ゴ	また ミハエル ・ シューマッハ は 、 2012 年 の 契約 終了 後 も F 1 に 留まる 可能 性 が ある と ほのめかし た 。
後	2	ゴ	その 後 、 1978 年 に コンスタンツ 大学 へ 招聘 さ れ 、 1996 年 に 退官 。
後	3	ゴ	磐田 退団 後 は 浜松 大学 サッカー 部 の 監督 を 務め て い た が 、 2008 年 、 早野 宏史 の 後任 と し て 横浜 F ・ マリノス の 監督 に 就任 、 4 年 ぶり に プロ チーム を 率いる こと に なっ た 。
後	10	ゴ	近畿 大学 商 経学 部 経済 学科 を 卒業 後 上京 し 、 ライター ・ 編集 業 に 携わる 。
後	2	ゴ	その 後 の トラブル で 、 腕 に 硫酸 を 浴びる が 、 手術 に よっ て 完治 し た 。
後	7	ゴ	同年 3 月 の ダイヤ 改正 後 、 5 月 に 5043 、 6 月 に は 5042 が 廃車 さ れ 、 本 番台 は 区分 消滅 と なっ た 。
後	6	のち	知事 選 が 終わっ た 後 に , 政治 家 と し て けじめ を つける 必要 が ある と 思っ て いる 。
後	2	ゴ	その 後 キアノ が サウスピ 団 を 退団 する の と 同時 に サウスピ 団 を 退団 し た 。
後	16	のち	1910 年 代 後半 頃 から 、 まず 都市 の 中心 業務 地区 から 、 後 に は 都市 の 他 の 地域 で も 、 自動 車 の 渋滞 は 専用 の 交通 路 を 持た ない 交通 事業 者 に とっ て 著しく 妨害 と なる ほど 酷く なっ て き た 。
後	19	ゴ	ジブリル 暫定 首相 は 23 日 会見 し 、 評議 会 側 の 民兵 が 大佐 を 拘束 後 、 射殺 し た と の 疑惑 を 改めて 否定 し た 。
後	5	ゴ	だ が 、 その 後 は 体 を 張っ た 守備 で 追加 点 を 与え ず 、 後半 8 分 に は 右 サイド の スナイダー の クロス に 猛然 と 飛び込み 、 ゴール に つながる 働き を 見せ た 。
後	2	ゴ	この 後 、 サーゴ は ブリスベン に 回航 さ れ 、 11 月 9 日 に 到着 し た 。
後	1	のち	後 に デビル Z に より 、 ハイドラー と 共 に 完全 な ロボット 生命 体 と なる 。
後	2	ゴ	その 後 、 不正 な 企業 買収 に 走る 結果 に なっ た 。
後	7	ゴ	『 詩仙 』 は ウェールズ 征服 後 の エドワード 1 世 を 呪い 、 プランタジネット 朝 の 没落 を つぶさに 予言 する 狂気 の ウェールズ 人 詩人 を 歌っ て いる 。
後	9	ゴ	枝野 幸男 行政 刷新 担当 相 は 終了 後 の 記者 会見 で 「 天下り 、 不 透明 な 発注 の 問題 が 共通 し て い た 」 と 指摘 し た 。
後	11	のち	当初 の 領域 は 今 より 広かっ た が 、 後 に レイク 郡 と ヒューロン 郡 が 創設 さ れ て 小さく なっ た 。
後	4	ゴ	彼 は その 後 マサチューセッツ 州 の 知事 に 就任 し た 。
後	24	ゴ	ほぼ 毎日 パソコン を 使える 部屋 で 課題 を し て い た 私 と 韓国 人 の ホスト シスター は 毎晩 帰宅 後 の 彼 に 遭遇 する の です が , なに か 様子 が おかしい こと に 気 が 付き まし た 。
後	24	のち	しかし 、 テレパシー を 使い 、 度々 リンク に 語りかけ て 助け を 求め 、 リンク に よっ て 救出 さ れ た 後 は 教会 に 匿わ れ て い た が 、 リンク の 留守 中 に 教会 に 押し寄せ て き た 兵士 たち に 連れ て 行か れ た 。
後	26	ゴ	また 、 当時 の 技術 的 制限 下 で は 、 コンサート で は 再現 でき ない 楽曲 が 多く 、 『 リボルバー 』 発表 後 『 リボルバー 』 の 曲 が ビートルズ の コンサート で 演奏 さ れる こと は なかっ た 。
後	3	のち	振り抜い た 後 の 軌道 が 大きく 、 見 て いる 者 まで スカッ と さ せる 打球 を 飛ばす 。
後	37	ゴ	それ まで パソコン ゲーム 雑誌 で 数 ページ だけ 扱わ れ て いる だけ だっ た アダルト ゲーム に つい て 誌面 全体 を それ だけ に 絞っ た 構成 で 注目 さ れ 、 その 後 の 類似 誌 の 創刊 ラッシュ など アダルト ゲーム 専門 誌 ・ 美 少女 ゲーム 専門 誌 と いう ジャンル を 築き上げ た 。
後	14	ゴ	ハワイ の 地元 紙 「 ホノルル ・ スター 」 は 真珠 湾 攻撃 後 、 すぐ に 号外 を 連続 し て 発行 し 、 「 日本 機 来襲 」 「 オアフ 島 で 死者 400 人 以上 」 など と 速報 。
後	2	ゴ	その 後 も 、 様々 な 人気 ラッパー と の 客演 を 経 て 現在 の Shady / Interscope と 契約 。
後	8	のち	ダーター の 乗員 を 救助 し た 後 、 5 時 55 分 に デイス は ダーター に 向け て 魚雷 を 4 本 発射 し た が 、 岩礁 に 当たっ て 爆発 し た だけ だっ た 。
後	24	ゴ	この 仕事 を 投げ出し て いっ た 者 は , その 瞬間 まで ウソ を つい て い た だけ で , その 後 も 一生 ウソつき で 生きる しか ない 。
後	4	ゴ	中 学校 卒業 後 予定 通り 金沢 二 水 高校 に 進学 し 、 ラグビー 部 に 入部 。
後	2	ゴ	その 後 も 『 香港 ラプソディー 』 『 屋根 の 上 の ヴァイオリン 弾き 』 『 マイ ・ フェア ・ レディ 』 など 、 ミュージカル の 出演 が 多い が 、 『 リア 王 』 『 十 二 夜 』 など の ストレート プレイ に も 、 精力 的 に 出演 し て いる 。
後	24	のち	対 幻 神獣 を 想定 し た デッキ を 使っ て い た が 、 夜行 の 呪縛 から 開放 さ れ た 後 は 遊戯 と 行動 を 共 に し 、 特殊 能力 を 持つ エルフ モンスター を 主力 と し た 彼 本来 の デッキ を 使用 する 。
後	2	ゴ	発表 後 、 クラブ 幹部 から は 「 大盛り グルメ は 、 どの くらい の 値段 まで なら 学生 が 買う の か 」 と いっ た 具体 的 な 質問 も 出 た 。
後	4	のち	端島 炭鉱 から 後 に 長崎 市 内 の 造船 所 へ と 移さ れ た 朝鮮 人 労働 者 に よる と 、 同じ 三菱 の 経営 ながら 造船 所 で は 危険 な 仕事 も なく 十分 な 食事 が 与え られ 、 端島 炭鉱 と は 「 天 と 地 の 差 」 で あっ た と いう 。
後	10	あと	一 晩 中 太鼓 の 音 を 聞い た 後 で 、 子供 たち は 子供 版 の タンボラダ に 参加 する 。
後	8	ゴ	富山 テレビ と の 契約 の 終了 後 は 名古屋 タレント ビューロー から シグマ ・ セブン e へ 移籍 し た 。
後	1	のち	後 に ガルバトロン を 庇っ て 、 ロード バスター に 戦士 と し て の 生き様 を 見せつけ て 死亡 し た 。
後	6	のち	長き 眠り に 入っ た 後 は ローゼンクロイツ が 自分 を 地上 に 呼び戻す ため 、 ディーヴァ に 適応 する 純粋 な 心 を 持っ た アニマ ・ ムンディ を 見つけ て 覚醒 さ せる こと すら も 計算 し て 94 年間 待ち 続け て い た 。
後	32	のち	肥後 修験 遍照 院 側 は 先手 を 打っ て , 主婦 に 対し て 債務 が ない こと を 確認 する 訴訟 を 起こし て い まし た が , 後 に この 提訴 は 取り下げ 。
後	2	ゴ	当選 後 , 市長 室 に 訪ね て き て 一緒 の 写真 を 撮り , これ を 勝手 に 自分 の 名刺 に 刷り込み , 迷惑 を し て いる 。
後	17	ゴ	石川 県立 金沢 二 水 高等 学校 を 経 て 金沢 大学 経済 学 部 卒業 後 、 2008 年 入社 。
後	31	ゴ	この 弁護 士 は 大川 が 創価 と の 全面 戦争 を 企画 し て いる と まで は 考え て い なかっ た よう で , 書類 の 承認 後 , 猛然 と 反対 論 を 展開 し 始め た そう です 。
後	1	のち	後 に 母 と 再会 。
後	17	ゴ	マーヤー 界 に ある 幻影 城 が 地上 に 降臨 し た 際 の 大 災害 後 に 発表 さ れ た 手記 の 中 で 滅ん だ 新 香港 を 憐れむ 文 を 記し て いる 。
後	4	ゴ	そして 鬼太郎 復活 後 、 怪 気象 の 原因 が 朧車 に ある 事 を 彼 に 伝え 、 朧車 を 倒し た 鬼太郎 は 国会 議事 堂 を 中心 と し た 自衛 隊 の 爆撃 作戦 を 中止 さ せる 事 に 成功 し た の だっ た 。
後	5	ゴ	また 、 活動 復帰 後 の 初 の ミニ アルバム 、 第 7 期 cali≠gari に し て 10 枚 目 の アルバム で ある 。
後	18	のち	その ため 大使 館 で は 航空 券 の 手配 等 は この 許可 を 受け た 後 に 行う よう 案内 を し て い ます 。
後	15	のち	監督 は エメンタール 出身 の 演出 家 フランツ ・ シュナイダー で 、 主演 は 後 に 有名 に なっ た 俳優 ハネス ・ シュミトハウザー と リゼロッテ ・ プルヴァー で ある 。
後	10	のち	この ため 1931 年 夏 に いったん 送っ た 後 、 書き直し を 求め られ た の で は ない か と する 意見 も ある が 詳細 は 不明 で ある 。
後	7	のち	ムガル 帝国 領 と なっ た 後 、 18 世紀 ~ 19 世紀 に は 、 マラーター 諸 族 間 の 抗争 の 地 と なっ た 。
後	7	ゴ	枢軸 国 に よる ユーゴスラビア 侵攻 後 、 1941 年 4 月 17 日 に ユーゴスラビア 王国 が 降伏 し た 直後 に 結成 さ れ た 。
後	2	ゴ	その 後 官 に 就き 、 諫 大夫 と なり 、 直言 を する こと で 朝廷 で 名声 を 博し た 。
後	3	ゴ	図柄 テンパイ 後 、 閉まっ た 障子 の 色 が 「 赤色 」 だっ た 場合 は 頼み 人 予告 が 確定 し 、 信頼 度 も 若干 アップ する 。
後	2	ゴ	引退 後 は 1 年 の 休養 を はさん で 1886 年 から 種 牡馬 生活 を 開始 し た 。
後	1	のち	後 に 古代 の 胸 に 抱か れ て 、 満身 創痍 の ヤマト と 共 に 白色 彗星 帝国 の 超 巨大 戦艦 に 特攻 する 。
後	4	ゴ	しかし 、 その 後 空気 ブレーキ の 装備 に より コンプレッサー を 持つ よう に なっ た 圧縮 空気 に よる 警笛 を 利用 する 車両 が 増え て いっ た 。
後	2	ゴ	その 後 1997 年 4 月 から は 、 当時 ドラマ 化 で 人気 を 得 て い た 『 金田一 少年 の 事件 簿 』 が スタート 。
後	2	ゴ	手術 後 どんどん 哀しく 壊れ て いく キミ に 、 私 は 只 、 戸惑う ばかり で 、 苦しく 喘ぐ キミ を 見 て い られ なく て 「 もう がんばる な 」 「 楽 に なっ て かまわ ない 」 と しか 言う こと が 出来 なかっ た 。
後	22	ゴ	ほか に 被災 自治 体 の 上下 水道 、 ガス 、 港湾 施設 に つい て も 、 復旧 から その 後 の 事業 運営 まで を 民間 に 委ねる 方式 も 視野 に 入れる 。
後	3	ゴ	エクソダス 成功 後 に 集 に 銃 を 向ける が 、 現れ た 涯 に より 爆撃 機 撃墜 の ため に ヴォイド を 利用 さ れ 死亡 。
後	3	ゴ	営業 終了 後 は キッズ スタジオ と し て オープン 。
