kanji	index	reading	sentence
車	3	シャ	日産 自動 車 が 発表 し た 2010 年 9 月 中間 期 の 連結 決算 は 当期 純 利益 が 前年 同期 から 1994 億 円 増 の 2084 億 円 と 大幅 増益 と なっ た 。
車	2	シャ	自動 車 部品 、 工業 部品 、 まず は お 気軽 に お 問い合わせ ください 。
車	1	くるま	車 が 無い と 行く の に は 少し 不便 です 。
車	12	シャ	名古屋 第 二 環状 自動 車 道 および 東京 外環 自動 車 道 は 平行 し て 近畿 自動 車 道 は 大阪 府道 2 号 大阪 中央 環状 線 が それぞれ 通っ て いる ため 、 複数 の ハーフ IC が セット に なっ て いる 例 が ほとんど で ある 。
車	20	シャ	名古屋 第 二 環状 自動 車 道 および 東京 外環 自動 車 道 は 平行 し て 近畿 自動 車 道 は 大阪 府道 2 号 大阪 中央 環状 線 が それぞれ 通っ て いる ため 、 複数 の ハーフ IC が セット に なっ て いる 例 が ほとんど で ある 。
車	6	シャ	民事 訴訟 で は 自転 車 に 乗っ て い た A と 軽 自動 車 を 運転 し て い た B の 過失 を 一部 認め 、 B は A の 遺族 に 対し て 6400 万 円 の 支払い を 命じ られ た 。
車	16	シャ	民事 訴訟 で は 自転 車 に 乗っ て い た A と 軽 自動 車 を 運転 し て い た B の 過失 を 一部 認め 、 B は A の 遺族 に 対し て 6400 万 円 の 支払い を 命じ られ た 。
車	20	シャ	すでに 当線 に 客車 列車 の 設定 は なく 、 全 列車 が 宇都宮 運転 所 所属 の 気動 車 で 運行 さ れる よう に なっ て しばらく 経っ て から の こと で ある 。
車	20	くるま	遺体 の そば に 吉住 さん の もの と み られる 手提げ バッグ と 病院 の 駐車 場 に 車 が 残さ れ て い て 、 吉住 さん は 出勤 途中 に 事件 に 遭っ た と み られ て い ます 。
車	12	くるま	国道 沿い な の で 、 入り 損ねる と 後続 の 車 に 迷惑 を かける こと に なり ます の で 。
車	13	シャ	当時 に おい て GM の ラインナップ は FR 駆動 の 自動 車 が 殆ど で あり 、 また GM 傘下 の 企業 に は FF 駆動 の 自動 車 が ラインナップ さ れ て は い た が 、 グループ 各社 内 で の 部品 の 互換 性 が 少なかっ た 。
車	12	シャ	現在 、 広交 の 所有 する 全 営業 所 に 中古 車 が 配置 さ れ て いる が 、 主に 緑井 営業 所 や 高陽 営業 所 へ 集中 的 に 配置 さ れる 傾向 が 窺える 。
車	51	シャ	サッカー を し て い て 、 本人 なり に これ から が 大事 な 時期 な の で 、 練習 、 試合 は 休み たく ない と 言い 、 騙し騙し 続け て い まし た が 、 しまい に は こちら に 伺う 前 に は 痛み で 自転 車 も こげ なく なっ て い まし た 。
車	11	くるま	2267 cc 80 馬力 に 強化 さ れ た この 車 は 、 英国 の 代表 的 な スポーツ サルーン と し て 好評 を 博し 、 ラリー に も 活躍 し た 。
車	10	シャ	現在 は 峠 の やや 西 を 高松 自動 車 道 の 大坂 トンネル も 通過 し て いる 。
車	33	シャ	1970 年 代 の 末 に 開発 さ れ た 本 形式 は 、 国産 の 高 品質 な 軽快 車 に 広く 採用 さ れ た が 、 近年 の 自転 車 の 低 価格 化 圧力 と 、 大手 自転 車 部品 メーカー 、 シマノ 社 の 開発 し た 後発 製品 で ある ローラー ブレーキ の 普及 に よる 挟撃 を 受ける 形 と なり 、 安売り さ れ て いる 自転 車 は バンド ブレーキ 、 他 の 多く の 軽快 車 で は ローラー ブレーキ に 市場 を 奪わ れ 、 新車 で サーボ ブレーキ が 付く 自転 車 は 減少 傾向 で ある 。
車	43	シャ	1970 年 代 の 末 に 開発 さ れ た 本 形式 は 、 国産 の 高 品質 な 軽快 車 に 広く 採用 さ れ た が 、 近年 の 自転 車 の 低 価格 化 圧力 と 、 大手 自転 車 部品 メーカー 、 シマノ 社 の 開発 し た 後発 製品 で ある ローラー ブレーキ の 普及 に よる 挟撃 を 受ける 形 と なり 、 安売り さ れ て いる 自転 車 は バンド ブレーキ 、 他 の 多く の 軽快 車 で は ローラー ブレーキ に 市場 を 奪わ れ 、 新車 で サーボ ブレーキ が 付く 自転 車 は 減少 傾向 で ある 。
車	76	シャ	1970 年 代 の 末 に 開発 さ れ た 本 形式 は 、 国産 の 高 品質 な 軽快 車 に 広く 採用 さ れ た が 、 近年 の 自転 車 の 低 価格 化 圧力 と 、 大手 自転 車 部品 メーカー 、 シマノ 社 の 開発 し た 後発 製品 で ある ローラー ブレーキ の 普及 に よる 挟撃 を 受ける 形 と なり 、 安売り さ れ て いる 自転 車 は バンド ブレーキ 、 他 の 多く の 軽快 車 で は ローラー ブレーキ に 市場 を 奪わ れ 、 新車 で サーボ ブレーキ が 付く 自転 車 は 減少 傾向 で ある 。
車	86	シャ	1970 年 代 の 末 に 開発 さ れ た 本 形式 は 、 国産 の 高 品質 な 軽快 車 に 広く 採用 さ れ た が 、 近年 の 自転 車 の 低 価格 化 圧力 と 、 大手 自転 車 部品 メーカー 、 シマノ 社 の 開発 し た 後発 製品 で ある ローラー ブレーキ の 普及 に よる 挟撃 を 受ける 形 と なり 、 安売り さ れ て いる 自転 車 は バンド ブレーキ 、 他 の 多く の 軽快 車 で は ローラー ブレーキ に 市場 を 奪わ れ 、 新車 で サーボ ブレーキ が 付く 自転 車 は 減少 傾向 で ある 。
車	104	シャ	1970 年 代 の 末 に 開発 さ れ た 本 形式 は 、 国産 の 高 品質 な 軽快 車 に 広く 採用 さ れ た が 、 近年 の 自転 車 の 低 価格 化 圧力 と 、 大手 自転 車 部品 メーカー 、 シマノ 社 の 開発 し た 後発 製品 で ある ローラー ブレーキ の 普及 に よる 挟撃 を 受ける 形 と なり 、 安売り さ れ て いる 自転 車 は バンド ブレーキ 、 他 の 多く の 軽快 車 で は ローラー ブレーキ に 市場 を 奪わ れ 、 新車 で サーボ ブレーキ が 付く 自転 車 は 減少 傾向 で ある 。
車	25	シャ	都市 部 で 短 距離 移動 に 使う 顧客 を 想定 、 小回り が 利く よう 、 全長 約 3 メートル の 超 小型 車 「 iQ 」 を ベース に 開発 し た 。
車	18	くるま	市 は 西口 の 更地 を 駐車 場 と し て 開放 し 、 避難 者 の 車 を 誘導 する 方針 。
車	53	シャ	また 特急 用 に 残っ た サ 3020 形 の うち 6 両 は 名阪 乙 特急 と 連絡 する 伊勢 中川 - 宇治 山田 間 の 準 特急 運用 に 充当 す べく 、 1959 年 12 月 付 で 運転 台 を 設置 さ れ て ク 3120 形 制御 車 と なっ て いる 。
車	46	シャ	“ 街乗り ” の 際 は スニーカー や スポーツ シューズ で も よい が 、 各種 スポーツ で 本腰 を 入れ て 競技 する 時 に は それぞれ の 種目 に 合っ た シューズ を 履い て する の が 望ましい よう に 、 自転 車 に も 専用 の シューズ が ある 。
車	51	シャ	インター ハイ 県 大会 ・ チーム タイム トライアル の コース 下見 で テル と 出会い 、 言葉 も 通じ ない の に 並ん で カール を ぼりぼり 齧っ て い たり も し た が 、 レース で テル の 坂道 で の 走り を 目の当たり に し て 自転 車 選手 と し て の 魂 を 揺さぶら れ て 復活 。
車	3	くるま	競技 用 車 いす に 初めて 乗っ た 感覚 は 忘れ られ ない 。
車	5	シャ	日本 全国 を 自動 車 一 台 で 巡回 する と いう ツアー 『 楽珍 トリオ の 修行 の 旅 』 を 、 2007 年 から 年 一 回 行っ て い た 。
車	3	シャ	その 機関 車 は 2004 年 時点 で は 現存 が 確認 さ れ て いる が 、 荒廃 が 進ん で いる 。
車	11	シャ	2004 年 6 月 11 日 に 大同 電力 機 車 と アルストム が 技術 移転 と 提携 、 生産 の 枠組み に 関する 協議 に 調印 、 2007 年 3 月 12 日 に 大同 電力 機 車 と アルストム の 企業 連合 が 鉄道 部 から 180 両 購入 の 契約 を 獲得 し た 。
車	39	シャ	2004 年 6 月 11 日 に 大同 電力 機 車 と アルストム が 技術 移転 と 提携 、 生産 の 枠組み に 関する 協議 に 調印 、 2007 年 3 月 12 日 に 大同 電力 機 車 と アルストム の 企業 連合 が 鉄道 部 から 180 両 購入 の 契約 を 獲得 し た 。
