kanji	index	reading	sentence
方	35	かた	一方 、 きれい な 企画 書 ・ 提案 書 を 作る こと に 時間 を 費やし て いる 方 、 図解 や アニメーション の 凝り すぎる 方 、 文字 だけ の 資料 と なる 方 など 、 効率 的 ・ 効果 的 に 使用 し て いる 方 は 少ない 現状 に ある 。
方	48	かた	一方 、 きれい な 企画 書 ・ 提案 書 を 作る こと に 時間 を 費やし て いる 方 、 図解 や アニメーション の 凝り すぎる 方 、 文字 だけ の 資料 と なる 方 など 、 効率 的 ・ 効果 的 に 使用 し て いる 方 は 少ない 現状 に ある 。
方	9	かた	オーナー の 菅谷 さん が 親しみ の ある 方 で 、 お すすめ の 豆 と か それぞれ の 豆 の 特徴 と か を 親切 に 教え て くれ ます 。
方	6	かた	まず は 試合 の 入り 方 。
方	3	かた	こんな やり 方 で 「 虎の子 」 の 剰余 金 を 使わ れる と 着工 を 待つ 沿線 自治 体 は 納得 でき まい 。
方	5	かた	煙草 を 吸わ ない 方 、 小さな 子供 連れ の 方 に は オ ススメ でき ない 。
方	11	かた	煙草 を 吸わ ない 方 、 小さな 子供 連れ の 方 に は オ ススメ でき ない 。
方	11	かた	その 後 、 高校 生 に 向け た 「 生き 方 ナビ 」 、 「 世界 で いちばん 乗り たい 車 」 「 知識 ゼロ から の 車選び 」 を 執筆 。
方	11	ホウ	皆 トリプル アクセル を やら なかっ た キム ヨナ の 方 が 点 が 何故 高い の か 分から ない って 。
方	12	ホウ	で も 、 うどん は 立ち食い うどん と 比べ たら いい 方 か な 。
方	14	かた	社会 で は 、 自由 主義 の 風潮 から 性 に 対する 考え 方 も 大きく 変わっ て い た 。
方	30	かた	当面 は 、 現 執行 部 が 4 月 の 統一 地方 選 や 衆院 愛知 6 区 補選 を 指揮 せ ざる を え ない と の 見 方 も ある 。
方	4	かた	牌 の 取り 方 が 一緒 だ が 、 牌 の 並べ 方 が 異なっ たり 、 スペース を 入れ て 配置 さ れる ゲーム も あり 、 万里 の 長城 など と 呼ば れ て いる 。
方	13	かた	牌 の 取り 方 が 一緒 だ が 、 牌 の 並べ 方 が 異なっ たり 、 スペース を 入れ て 配置 さ れる ゲーム も あり 、 万里 の 長城 など と 呼ば れ て いる 。
方	36	かた	駅 から 近かっ た の で 、 殆ど の 人 は 問題 が なかっ た の です が 、 こちら の 専用 駐車 場 が なかっ た の で 、 車 を 利用 し た 方 は ちょっと 不便 そう でし た 。
方	23	ホウ	博多 で 和食 を 楽しむ の で あれ ば 、 ここ の お 店 は 絶対 に チェック し て おい た 方 が 良い と 思い ます 。
方	9	かた	で も 、 オシャレ すぎ て 落ち着か ない 方 も いる か も 。
方	11	かた	店 に は スロープ も あっ て 車 いす の 方 も 来店 できる の で 、 障害 者 に とっ て 有り難い もの です 。
方	25	かた	以前 は 舞台 に 上がる こと が 苦痛 で あっ た が 、 歌舞伎 に 真剣 に 打ち込む よう に なっ た プライベート の 方 が 苦痛 に 感じる と いう 。
方	21	かた	専門 の 事 は わから ない の です が 、 短 時間 で 的確 に 処置 を し て 頂ける 方 で 、 良い 先生 だ と 思い ます 。
方	6	かた	担々 麺 好き で ない 方 で も 美味しく 食べ られる か も 。
方	2	かた	乾かし 方 や ワックス の 使い 方 など 、 とっても 丁寧 に 教え て いただき 、 ブロー し なく て も スッキリ 綺麗 に 整え られる よう に なり まし た 。
方	7	かた	乾かし 方 や ワックス の 使い 方 など 、 とっても 丁寧 に 教え て いただき 、 ブロー し なく て も スッキリ 綺麗 に 整え られる よう に なり まし た 。
方	5	かた	チョコレート が 好き な 方 で も それ ほど で も ない 方 に も 自身 を もっ て オ ススメ できる お 気 に 入り !
方	13	かた	チョコレート が 好き な 方 で も それ ほど で も ない 方 に も 自身 を もっ て オ ススメ できる お 気 に 入り !
方	36	かた	そんな とき 現れ た 岡島 に そそのかさ れ 、 一 度 は 村 の 分裂 工作 を 行う が 、 尾形 トメ の なか に 亡き 母 の 面影 を 見 、 拓也 の 生き 方 や 常世 思想 に 共鳴 し 、 最後 は 出雲 族 の 側 に 立っ て 行動 、 三日月 村 の 民 を 逃がし た あと 、 新た な 乙姫 と し て 鋭一 と 共 に 常世 島 に 残っ た 。
方	28	かた	この こと から も 一般 の 学生 は , 宗教 法人 の 政治 的 活動 や 特定 政党 の 指示 に 対し て も 冷ややか な 捉え 方 を し て いる こと が 判る 。
方	29	ホウ	読者 の みな さん , 内容 も わから ない もの に , 十 万 円 など と いう お 金 を 払う の は やめ て おい た 方 が いい と 思い ます 。
方	10	かた	TIME SLIP 黄金 丸 の 映像 を 見逃し た 方 は 、 検索 すれ ば 見れ ます の で どうぞ 。
方	9	ホウ	近大 病院 の 整形 の 治療 費 の 方 が かなり 安い です 。
方	24	かた	また 、 この 「 マイ フィギュア 」 は 、 従来 の 高額 かつ 通常 と なっ て い た フィギュア 製造 の 考え 方 を 変える 契機 と なっ た 。
方	10	かた	ブライダル メニュー も ある の で 機会 が ある 方 は そちら の 方 も 試し て み て ください 。
方	14	ホウ	ブライダル メニュー も ある の で 機会 が ある 方 は そちら の 方 も 試し て み て ください 。
方	23	ホウ	ただ 、 その 店 なら で は の こだわり メニュー を 食べ たい など と 思わ れる 方 は 遠慮 し た 方 が 良さ そう です 。
方	5	かた	ちなみ に バイト先 の 方 に ブログ を 書い て み たら どう か と いう アイデア を 頂い て い なかっ たら 授業 で 少し だけ 利用 し た ブロガー を また 使う こと に は なっ て い なかっ た と 思い ます 。
方	27	かた	ただ 利上げ 時期 は 早く て も 10 月 以降 と の 指摘 が あり 、 この まま 上昇 する か は 懐疑 的 な 見 方 が 多い 。
方	17	かた	ちなみ に 、 私 と 店長 さん の 考え が 一致 し た ダイヤモンド の 選び 方 の 哲学 を 紹介 し ます 。
方	10	かた	受付 - 診察 まで の 間 、 予約 の 方 が 20 人 程 先 に 診察 を 受け て まし た 。
方	3	ホウ	記者 の 方 を 指さし 何 やら 言っ て い た の で 手 を 振る と , 中 の 一人 が 記者 に 向け て “ 馬鹿 ! ”
