kanji	index	reading	sentence
所	16	ショ	すでに 当線 に 客車 列車 の 設定 は なく 、 全 列車 が 宇都宮 運転 所 所属 の 気動 車 で 運行 さ れる よう に なっ て しばらく 経っ て から の こと で ある 。
所	4	ショ	代表 部 事務 所 は 7 月 30 日 に この 書簡 の 原文 画像 と 日本 語 翻訳 文 を ウェブサイト 上 で 公開 。
所	3	ジョ	和桐 製作 所 で 働く おば さん 。
所	9	ショ	現在 、 広交 の 所有 する 全 営業 所 に 中古 車 が 配置 さ れ て いる が 、 主に 緑井 営業 所 や 高陽 営業 所 へ 集中 的 に 配置 さ れる 傾向 が 窺える 。
所	24	ショ	現在 、 広交 の 所有 する 全 営業 所 に 中古 車 が 配置 さ れ て いる が 、 主に 緑井 営業 所 や 高陽 営業 所 へ 集中 的 に 配置 さ れる 傾向 が 窺える 。
所	28	ショ	現在 、 広交 の 所有 する 全 営業 所 に 中古 車 が 配置 さ れ て いる が 、 主に 緑井 営業 所 や 高陽 営業 所 へ 集中 的 に 配置 さ れる 傾向 が 窺える 。
所	4	ショ	上り線 に 料金 所 が ある 。
所	25	ショ	また 、 名鉄 バス が 使用 し て い た G - 50 番 台 の 車両 に は 従来 から 同社 春日井 営業 所 と の 音声 通信 用 無線 機 および アンテナ が 搭載 さ れ て い た 。
所	36	ショ	小売 業 、 スーパーマーケット 、 肉屋 、 パン 屋 と いっ た 生活 必需 品 を 扱う 業者 の 他 に 、 建設 業 、 石材 業 、 ガラス 店 、 電気 店 、 製材 所 が ある 。
所	16	ジョ	北海道 教区 の 教化 センター と し て 、 建物 内 に 北海道 教区 教務 所 など を 置く 。
所	20	ショ	この 結果 を 受け て おおつた 氏 の コメント を 求め た が , 電話 口 の 選挙 事務 所 スタッフ から は 選対 本部 長 の 鈴木 雄三 氏 を 通す よう に 言わ れ た 。
所	3	ジョ	この 研究 所 は 主に 科学 的 機器 の 製造 を 目的 と し て い た 。
所	8	ジョ	「 オールバニ 」 は ボストン 海軍 造船 所 で 1959 年 1 月 に 改修 が 始め られ 、 1962 年 11 月 3 日 に C G - 10 と し て 再 就役 し た 。
所	16	ショ	これ が 労災 保険 制度 で 、 労働 者 を 1人 で も 雇う 事業 所 は 労災 保険 に 加入 し なけれ ば なら ない 。
所	13	ジョ	スコットランド 北部 に 設置 さ れ た 英軍 の マッケンジー 捕虜 収容 所 。
所	9	ところ	売り上げ が 例年 の 1 割 と いう 所 も 出 て いる 。
所	6	ショ	アンケート は 学校 や 保育 所 に 用紙 を 配布 し て 実施 。
所	7	ジョ	1946 年 に は 国語 教習 所 を 母体 に し て 、 森町 ・ 東 中本 ・ 大成 通 ・ 大今里 の 4 ヶ所 に 初等 学校 が 相 次い で 開設 さ れ た 。
所	14	ところ	国立 駅 から 徒歩 3 分 程度 で 、 店舗 も 分かり 易い 所 に あり ます 。
所	23	ショ	同社 が 袋井 市 で 運営 する 介護 付き 有料 老人 ホーム 「 袋井 の 憩 」 など 四 つ の 事業 所 が 対象 と なり 、 利用 者 は 、 別 の 施設 に 移る こと に なる 。
所	19	ジョ	開業 当初 から の 無人 駅 で 、 設備 と し て は 簡易 な ホーム と 待合 所 が ある のみ 。
所	62	ジョ	メール など で 事前 に 申し合わせ 、 集団 で けんか を し た と 京都 府警 伏見 署 は 31 日 まで に 、 決闘 など の 容疑 で 、 京都 府内 の 公立 中 学校 に 通う 13 ~ 15 歳 の 男子 生徒 1人 を 逮捕 、 25 人 を 書類 送検 し 、 3 人 を 児童 相談 所 に 通告 し た 。
所	13	ジョ	上海 、 深セン の 株価 と 指数 は 「 上海 証券 交易 所 」 、 「 深セン 証券 交易 所 」 から 提供 を 受け て おり 、 15 分 遅れ の 数値 を 表示 し て おり ます 。
