kanji	index	reading	sentence
間	11	カン	元 ネタ の PC Authority に よる と 、 ミッション 間 の とある シーン に おい て フレーム レート 制限 が かけ られ て おら ず 、 GPU が 全力 で 画像 を レンダリング し て しまい 、 その 結果 オーバーヒート が 発生 し て グラフィック カード が 故障 する 、 と いう 事態 が 報告 さ れ て いる と の こと 。
間	37	カン	今度 の 大会 を 主催 し た 統一 教 財団 は , 今後 , 在日 同胞 の 和合 の ため の ワン コリア コプ サッカー 大会 を 継続 的 に 開ける こと は もちろん , 南北 間 の サッカー 交流 も 推進 する 計画 だ と 明らか に し た 。
間	4	あいだ	デジモン 達 の 間 で は 伝説 の 存在 と し て 語ら れ て い た 。
間	13	あいだ	後 に 王子 で ある ビシュヌ ・ ティキ が 天使 と の 間 に 友好 関係 を 結び 、 協力 する 事 に なる 。
間	46	カン	言語 学 全般 に 関する 著作 も 数多く 、 『 言語 — ことば の 研究 序説 』 で は 、 中国 語 から ヌートカ 語 まで を 例 に 解説 し た 言語 類型 論 や 言語 の 変遷 、 言語 ・ 人種 ・ 文化 間 の 関連 の 恣意 性 など に つい て の 思索 まで 、 幅広く 論じ て いる 。
間	5	あいだ	ファン や チームメート の 間 で は 「 ルパン 」 の 愛称 で も 親しま れ て いる 。
間	10	カン	大陸 の 野生 種 は シベリア と 中国 南部 間 など で 渡り を する が 、 日本 に 飛来 し た 個体 は 、 渡り を し ない 留鳥 と なる 可能 性 も ある 。
間	9	カン	イオン の 引力 、 斥力 に よる 分子 間 相互 作用 に より この よう な 状態 を 生じる ため 、 プラズマ は しばしば 「 第 四 の 状態 」 と 呼ば れる 。
間	59	カン	運転 開始 当初 から 1 日 3 往復 が 運転 さ れ て い た が 、 2011 年 3 月 12 日 の ダイヤ 改正 で 、 運用 変更 に より 新 大阪 駅 → 和歌山 駅 間 で も 「 オーシャン アロー 」 31 号 が 運行 さ れ 、 新 大阪 駅 - 和歌山 駅 間 は 3 . 5 往復 で あっ た 。
間	4	ま	引越 し て 間 も ない 時 に 、 近く の 安い お 店 情報 を 教え て くれ て 親切 に し て 頂き まし た 。
