kanji	index	reading	sentence
力	46	ちから	人格 の 完成 を めざし 、 平和 な 国家 及び 社会 の 真理 と 正義 を 愛し 、 個人 の 価値 を 尊び 勤労 と 責任 を 重んじ 、 自主 的 精神 に 充ち た 、 心身 とも に 健康 な 国民 の 育成 に 力 を 尽くす こと で ある 。
力	7	リョク	カブトムシ は その 体格 と 防御 力 から 、 餌場 を 巡る 競争 に おい て 良い 場所 を 独占 し やすい 。
力	9	リョク	近代 に おい て 圧倒 的 な 影響 力 を 与え た 西欧 文明 は 現在 で は 二 面 性 が あり 、 それ は 圧倒 的 な 優位 を 誇る 先進 的 な 文明 と いう 側面 と 、 相対 的 に 衰弱 し つつ ある 衰退 途上 の 文明 と いう 側面 で ある 。
力	21	ちから	最終 的 に は 子供 は 殺さ れる が 、 その 魂 が 主人 公 たち に とっ て 大きな 力 と なる 。
力	40	リョク	地震 や 津波 の 被害 から の 復興 に 向け 奔走 する 自治 体 、 東京 電力 福島 第 1 原発 事故 の 対応 に 追わ れ 、 来春 組織 再編 で 名前 が 消える 経済 産業 省 原子 力 安全 ・ 保安 院 など が 、 厳しかっ た この 1 年 の 締めくくり を 迎え た が 、 職員 ら は 「 休ん で いる 暇 は ない 」 と 表情 を 崩さ なかっ た 。
力	2	リョク	原子 力 機構 に よる と 故障 し た の は 原子 炉 補助 建屋 内 に 三 つ ある 放射 能 検出 器 の うち の 一 台 で 、 この トラブル で 使用 を 停止 し た 。
力	36	リョク	7 月 6 日 、 民主 党 の 検討 チーム は 神田 県政 に 対する 評価 を 出し 、 「 愛知 の トップ リーダー と し て は 独自 の ビジョン や 政治 的 指導 力 に 物 足り な さ を 感じる 」 と 独自 候補 擁立 に 向け て 動き 出し た 。
力	11	ちから	市販 予定 車 と し て は 、 ホンダ が 力 を 入れ て いく 軽 自動 車 の 第 1 弾 と し て 「 N BOX 」 を 公開 。
力	4	ちから	たとえ , 小さな 力 で あっ て も それ が 一 つ に 結ば れる とき , 希望 や 勇気 , 大きな 喜び を もたらし それ が さらに 大きな 力 に なっ て 明るい 未来 へ と 続い て いく もの な の です 。
力	30	ちから	たとえ , 小さな 力 で あっ て も それ が 一 つ に 結ば れる とき , 希望 や 勇気 , 大きな 喜び を もたらし それ が さらに 大きな 力 に なっ て 明るい 未来 へ と 続い て いく もの な の です 。
力	30	リョク	リカルド の 裏切り に よっ て 捕らえ られ た ルカ たち を グリゴリ の 里 に 幽閉 し 、 「 手術 」 に よっ て 記憶 を 引き出し 創世 力 の ありか を 暴こう と する 。
力	44	リョク	磁気 浮上 で ある ため 、 軌道 一 次 式 リニア モータ を 採用 し た 場合 、 車体 側 に 集電 が 不要 な の で 車体 と 軌道 等 と の 接触 は ない ため 、 これ ら の 動 摩擦 力 は 働か ない が 、 以下 の 2 つ が 推進 時 の 抵抗 と し て 働く 。
力	21	ちから	マレーシア 政府 は 2020 年 に 先進 国 入り する 構想 を 掲げ 、 日系 企業 の 投資 誘致 に 力 を 入れ て いる と いい 「 整備 さ れ た インフラ や 自然 災害 の 少な さ が 魅力 」 と 盛ん に アピール し た 。
力	22	リョク	前輪 ブレーキ が 310 mm の 大径 シングル ディスク 化 さ れ て おり 、 小径 ダブル ディスク 並 の 制動 力 を 備え つつ メンテナンス 性 の 向上 と コスト ダウン を 狙っ た が 、 スポーツ を うたう 車両 に シングル ディスク で は やはり 不評 で あっ た の か 、 後継 機 の M C 22 ・ C B R 250 R R で は 再び 、 さらに 制動 力 を 増し た 、 やや 大径 の ダブル ディスク へ と 変更 さ れ て いる 。
力	74	リョク	前輪 ブレーキ が 310 mm の 大径 シングル ディスク 化 さ れ て おり 、 小径 ダブル ディスク 並 の 制動 力 を 備え つつ メンテナンス 性 の 向上 と コスト ダウン を 狙っ た が 、 スポーツ を うたう 車両 に シングル ディスク で は やはり 不評 で あっ た の か 、 後継 機 の M C 22 ・ C B R 250 R R で は 再び 、 さらに 制動 力 を 増し た 、 やや 大径 の ダブル ディスク へ と 変更 さ れ て いる 。
力	7	リョク	だ が 、 現在 の 供給 力 は 約 3500 万 キロワット しか ない 。
力	18	ちから	主な 構成 員 は ローゼンクロイツ 、 シゴーニュ 、 クレイン の 3 名 で あり 、 不老 の 力 を 持ち 錬金 術 と 科学 の 力 を 研究 し て い た 。
力	42	リョク	その ため 、 ロシア は オスマン 帝国 へ の 内政 干渉 を 行える 立場 と なり 、 1778 年 まで に 数 回 に 渡っ て オスマン 帝国 へ 攻撃 を 加え た こと で 、 バルカン 半島 へ の 影響 力 を 高め 、 さらに バルカン 半島 に 住む 人々 の 多く を 成す スラヴ 人 たち と の 同族 国家 と し て バルカン 諸 民族 の 独立 を 支援 する 立場 と なっ て い た 。
力	2	リョク	供給 力 拡大 を 機 に 、 日本 を 含む アジア で 最大 シェア を 維持 する と 同時 に 、 欧米 市場 へ の 販売 を 強化 し グローバル 展開 を 加速 する 。
力	3	リョク	やはり 資金 力 ・ 領土 欲 が 非常 に 高い 。
力	5	リョク	国際 的 に 拘束 力 を 持つ 条約 で は なく 、 勧告 の 形式 で 採択 さ れ た ため 、 盛り込ま れ た 措置 の 完全 な 実施 を 義務 付け られる こと は ない 。
力	15	リョク	1285 年 、 ヘンリク 4 世 は 司教 から 聖職 者 に 対する 影響 力 を 奪い取る こと に 成功 し 、 ヌィサ #ERROR! オトムフフ 公国 内 の 司教 領 の 一部 を 没収 し た 。
力	28	リョク	そして 、 寛永 期 以降 の 蝦夷 地 幕領 化 の 中 で 「 松前 稼 」 と 呼ば れ た 、 蝦夷 地 へ の 労働 力 移動 が 可能 で あり 、 飢餓 期 の 困窮 を 一時 的 に 回避 する こと が でき た 。
