kanji	index	reading	sentence
国	24	コク	中華 人民 共和 国 の 軍事 費 の 増加 を アメリカ 合衆 国 が 非難 を し て おり 、 中華 人民 共和 国 は 「 中国 の 国防 は 防御 的 な もの で ある し 、 今 まで の 歴史 に 他国 を 侵略 し た こと も ない 」 と 覇権 目的 で は ない と 反論 し て いる 。
国	3	コク	アメリカ 合衆 国 国勢 調査 局 は 郡区 を 元 に 人口 を 集計 し て いる 。
国	23	コク	1992 年 1 月 、 クロアチア 共和 国軍 と ユーゴスラビア 連邦 軍 の 停戦 が 正式 に 発令 し 、 クロアチア 共和 国 は 名実 共 に 完全 独立 を 果たす 。
国	3	コク	アメリカ 合衆 国 イリノイ 州 シカゴ で 誕生 。
国	4	コク	中華 人民 共和 国 の 少数 民族 中 十 数 民族 で 高 姓 が 見 られ 、 白族 と 土家 族 で は 最大 と なっ て いる 。
国	3	コク	ユーロ 導入 国 の 財政 赤字 が ユーロ 相場 や 株式 市場 に 悪 影響 を 及ぼす の を 回避 する 狙い が ある 。
国	8	コク	マレーシア 政府 は 2020 年 に 先進 国 入り する 構想 を 掲げ 、 日系 企業 の 投資 誘致 に 力 を 入れ て いる と いい 「 整備 さ れ た インフラ や 自然 災害 の 少な さ が 魅力 」 と 盛ん に アピール し た 。
国	5	くに	原作 「 魔道 の 国 の カダイン 」 同様 に 魔法 使い を 召喚 出来る 。
国	5	コク	東 に マケドニア 共和 国 と の 国境 を 持つ 。
国	15	コク	しかし 、 1970 年 代 に 入り 経済 発展 の 面 で 西側 先進 国 から の 立ち 遅れ が 顕著 に なっ た 政治 的 な 抑圧 体制 も 広く 知ら れる こと と なり 次第 に その 権威 は 失墜 、 1991 年 の ソビエト 連邦 崩壊 に 前後 し て 、 その ほとんど は 姿 を 消し た 。
国	12	コク	人間 と 魔術 師 たち が 保た れ て いる イシュミール 国 の 危機 に 近く に あっ た 。
国	25	くに	桜川 市 磯部 地区 の 磯部 稲村 神社 参道 周辺 の 桜川 磯部 公園 の 山桜 は 、 「 桜川 」 と し て 国 の 名勝 に 、 「 桜川 の サクラ 」 と し て 国 の 天然 記念 物 に 指定 さ れ て いる 。
国	3	くに	シェーラ の 国 を 石 に 変え たり 、 兵士 の 心 の 隙 を 突い て 操っ たり する など 、 あの 手 この 手 で 七 つ の 鍵 を 集めよう と し て いる 。
国	3	コク	アメリカ 合衆 国 テキサス 州 ミッドランド 出身 。
国	15	くに	そう いう 不 自然 で 不 健全 な ノリ で は なく , どの 国 の 人 に 対し て も 平等 に , そして ごく 当たり前 の よう に , “ 習慣 が 違う ん だ から , 日本 で の 生活 に 必要 以上 の 不便 が ない よう に なん か 考え ましょう ” と 言っ て あげ られる 社会 に なれ ば いい の に , と 思い ます 。
国	25	くに	一方 、 8 市町 以外 で 放射 線量 が 高い 場所 が 見つかっ た 場合 も 、 面積 が 広い 場合 に は 「 国 と の 協議 で 検討 」 し 、 局所 的 なら 「 補助 金 など の 対象 外 」 と の 認識 が 示さ れ た 。
国	2	コク	出場 国 は 6 カ国 。
