kanji	index	reading	sentence
家	8	カ	本務 の 傍ら で 首長 や 政治 家 、 経営 者 の アドバイザー 、 企業 の 監査 役 、 政府 委員 、 自治 体 の 各種 委員 等 を 務める 。
家	10	カ	知事 選 が 終わっ た 後 に , 政治 家 と し て けじめ を つける 必要 が ある と 思っ て いる 。
家	7	カ	夫人 は 弁護 士 ・ 評論 家 ・ 秀明 大学 教授 の 佐藤 欣子 。
家	1	いえ	家 から は 遠い の で 、 友人 達 と また ワイワイ お 邪魔 しよう と 思い ます 。
家	17	カ	亡くなっ た 女性 は , 愛知 県 内 に 不 動産 を 多数 所有 する 資産 家 だっ た 。
家	12	いえ	なお 、 彼女 の 音楽 で 有名 な ため か 、 家 が ある 辺り は メロディ ストリート と いう 名前 に なっ て いる 。
家	6	カ	同曲 は 当初 経済 評論 家 の 小汀 利得 が 歌う 予定 だっ た が 没案 と なっ た ため 、 急遽 左 が 代役 で 歌う こと に なっ た 。
家	6	カ	敵討ち 推進 派 の 政治 家 や 執行 人 協会 の 理事 など に コネ を 持つ 。
家	5	カ	息子 に 、 彫刻 家 の 後藤 光岳 が いる 。
家	15	カ	裏 千家 現 家元 16 代 玄黙 宗室 の 従兄弟 に あたり 、 茶道 家 ・ 冠婚 葬祭 評論 家 の 塩月 弥栄子 の 次女 。
家	20	カ	裏 千家 現 家元 16 代 玄黙 宗室 の 従兄弟 に あたり 、 茶道 家 ・ 冠婚 葬祭 評論 家 の 塩月 弥栄子 の 次女 。
家	10	カ	歴史 上 の 偉人 の 霊言 , 現役 政治 家 の 霊言 , 宇宙 人 の 霊言 など , その 対象 を アグレッシブ に 拡張 し て き まし た が , とうとう 他宗 教 トップ の 霊言 まで 出 て き て しまう そう です 。
家	4	カ	米 核 専門 家 に よる と 、 核 トマホーク は 東西 冷戦 中 、 日本 など に 立ち寄る 米 原潜 に 搭載 さ れ て い た 。
家	50	カ	しかし 、 決して 情 が 薄い 訳 で は なく 、 同郷 の 幼馴染 や 幸 薄い 努力 家 の ため に 知恵 を 絞り 苦労 を 厭わ ず 行動 し 、 科学 の 発展 の 陰 で やむなく 消え て 行く もの に 思い を 馳せる など 人情 家 の 面 も ある 。
家	7	カ	監督 は エメンタール 出身 の 演出 家 フランツ ・ シュナイダー で 、 主演 は 後 に 有名 に なっ た 俳優 ハネス ・ シュミトハウザー と リゼロッテ ・ プルヴァー で ある 。
家	7	カ	数百 人 規模 の ホタル 愛好 家 、 保護 団体 、 研究 者 、 自治 体 関係 者 が 集まる 予定 です 。
家	5	ケ	ギーズ 兄弟 は ブルボン 家 の コンデ 公 ルイ が 黒幕 で ある と 疑っ た 。
家	10	カ	しかし 『 ガン ファイター の 最後 』 は 批評 家 から 賞賛 さ れ 、 『 ニューヨーク ・ タイムズ 』 は スミシー が 実在 し ない 人物 だ と 気付か ず に 「 監督 の アラン ・ スミシー は 表面 を さっ と 描写 し て その 背後 の 細部 を 取り出す 器用 な 才能 を 持っ て いる 」 と いう 評 を 掲載 し た 。
家	7	カ	その 結果 、 同盟 の 政治 家 トリューニヒト に 疎ま れる の は もとより 、 しまい に は レベロ から も 疎ま れ 、 帝国 の レンネンカンプ に も 疑惑 を 抱か れ て いる 。
家	5	ケ	異能 を 伝える 浅神 家 の 元 当主 。
家	4	カ	父親 は 陶芸 家 。
家	59	カ	オックスフォード 大学 の 『 難民 研究 ジャーナル 』 で R . ゼッター が 、 「 最も 強力 な ラベル の ひと つ 」 と 述べ て いる よう に 、 「 難民 」 ラベル の 持つ 効力 が 人道 的 支援 の 必要 性 を 強力 に 世界 へ 訴えかける 一方 、 ラベル を 援用 し た 実務 家 ら に よる 人権 ビジネス へ の 加担 も 指摘 さ れ て いる 。
家	17	や	菓子 類 の 競合 メーカー と し て は 、 ロッテ ・ 森永 製菓 ・ 不二 家 ・ ブルボン など が 挙げ られ 、 食品 類 で の 競合 メーカー に は 、 ハウス 食品 ・ 明治 ・ エスビー 食品 など が あげ られる 。
家	19	カ	また 、 ごみ 焼却 熱 を 蓄熱 槽 を 用い て 約 30 km 圏 内 の 需要 家 に 輸送 供給 する こと で 、 ごみ 焼却 熱 の 利用 率 向上 を 図る 。
家	9	カ	当時 は 「 女子 高 生 エロ 漫画 家 」 と いう 触れ込み で 売り出さ れ て い た 。
家	11	カ	「 ヌーボー ・ グループ 」 の 一人 で 、 評論 家 。
家	1	いえ	家 の 近く に ある 美容 院 で 、 立川 駅 から も すぐ です 。
家	25	いえ	ローマ から 新 総督 が 派遣 さ れ 、 住民 の 静か なる 憎悪 の 出迎え を 受ける 中 、 ベン ・ ハー の 家 の 瓦 が 崩れ 、 新 総督 が 傷 を 負う 。
家	4	カ	他 の 批評 家 は 陳腐 な プロット や 登場 人物 の 成長 に つい て コメント し 、 より 否定 的 な 評価 を し た 。
家	15	いえ	翌朝 、 E.T. は 瀕死 の 状態 と なり 、 エリオット が 彼 を 家 に 運ぶ 。
家	5	カ	弁説 に 長ける 策略 家 。
家	11	カ	2006 年 、 『 赤い 雪 』 で 日本 漫画 家 協会 賞 大賞 を 受賞 。
家	87	カ	この 事件 に つい て 、 朝日 新聞 の 鵜飼 啓 は 、 外国 人 登録 証 の 不正 更新 に よる 書類 送検 、 書記 官 と 軍 と の 関係 、 「 おかしな 金 の 動き 」 に 触れ た 上 で 、 「 だ が 、 違法 な 情報 収集 は 確認 でき ず 、 果たして 「 スパイ 」 と まで 言える の か 」 と 弁じ 、 「 それ で も 一部 で 大々 的 に 報じ られ 、 日本 の 政治 家 は 中国 の 訪問 団 と の 面会 に 及び腰 に なっ た 」 と その 影響 を 指摘 し た 。
家	1	いえ	家 の ペット が 夕方 から 病気 に なっ て しまい 、 プルプル ふるえ 始め まし た 。
家	11	いえ	座禅 は お 寺 に 行か なく て も 、 家 で ひとり で も でき ます 。
家	27	カ	「 まち の 物語 を 探し に 行こう 」 と 題し 、 生徒 16 人 が 市内 の 千秋 公園 で 、 同市 出身 の 版画 家 、 勝平 得之 が 70 年 前 に 描い た 作品 の 舞台 が どこ か を 、 タイトル や 風景 から 探し た 。
家	14	カ	FPAJ は , 記者 クラブ に 独占 さ れ て き た 政治 家 等 の 記者 会見 の オープン 化 を 求め て い ます 。
家	4	ケ	特に 、 西丸 家 は 平潟 の 豪商 菊池 半兵衛 の 家 と の つながり が 強く 、 その 活動 範囲 は 全国 に 及び 、 長州 藩 士 ・ 桂 小五郎 ら と 交わり 尊皇 派 の 政権 誕生 を 企図 、 長州 藩 の 藩論 固まら ず 実現 に 至ら なかっ た が 、 帯刀 は 天狗 党 の 乱 に 呼応 する も 、 付 家老 中山 氏 の 兵 に 攻め られ た ため 脱出 、 明治 まで 身 を 隠す と いう 。
家	11	カ	最初 は 高須 クリニック の 高須 克弥 氏 と 漫画 家 の 西原 理恵子 氏 。
家	6	ケ	オルトロス の 首領 ・ 速長 家 四 兄弟 の 次男 。
家	47	カ	完璧 主義 で 絶対 に 指示 通り で なけれ ば 許さ ない キューブリック も 、 本作 で は ジャズ の リフ 奏法 ・ アドリブ 奏法 を 映画 の 演技 と し て セラーズ に 許し 、 それ が 成功 の 一因 だっ た と 映画 評論 家 アレクサンダー ・ ウォーカー は 後 に 語っ て いる 。
家	11	カ	企画 ・ プロデュース 業務 に 従事 し ながら 、 脚本 家 と し て も 活躍 。
家	1	いえ	家 に いる とき も 、 勉強 し なさい と 言わ なく て も 、 自ら 勉強 する よう に なっ た の で 、 ここ に 通わ せ て 良かっ た と 思っ て い ます 。
家	3	カ	もともと 漫画 家 志望 で 、 國學 院 大學 在学 中 の 1975 年 11 月 7 日 に 研修 生 と し て タツノコ プロ へ 入社 。
家	2	カ	資本 家 は 資本 主義 を 守る ため に 手段 を 選ば ない 。
家	6	いえ	「 ここ は 私 の 家 よ 」 。
家	4	カ	ギタリスト 、 作曲 家 。
家	8	いえ	アム が 子供 の 頃 、 よく 家 に 遊び に 来 て い た 。
家	6	カ	吉本 興業 所属 の 落語 家 ・ 桂 文三 と 朝日 放送 アナウンサー ・ 喜多 ゆかり と で パーソナリティ を 務める 。
家	15	カ	サントリー ホールディングス の 発行 済み 株式 の 約 89 % を 保有 する 創業 家 一族 の 資産 管理 会社 の 個人 筆頭 株主 だっ た 。
家	3	カ	選ぶ 演奏 家 の 顔ぶれ も ほぼ 決まっ て いる 。
家	4	カ	また 、 彫刻 家 を 兼ねる こと も ある 。
家	6	ケ	その 後 は 加賀 八 家 の うち の ひと つ 前田 対馬 守 家 と し て 存続 し た 。
家	15	ケ	その 後 は 加賀 八 家 の うち の ひと つ 前田 対馬 守 家 と し て 存続 し た 。
家	20	カ	言う こと だけ は 随分 と 正しい が , 自分 の やっ て いる こと は まるっきり 反 革命 家 じゃ ない の 。
家	11	カ	インターナショナル ・ マネジメント ・ グループ を はじめ と する 投資 家 に よっ て 所有 し て いる が 、 中 で も 元 テニス 選手 ピート ・ サンプラス と アンドレ ・ アガシ も 投資 さ れ て いる 。
家	6	ケ	元文 3 年 の 一門 家 新設 時 は 加治木 家 と 垂水 家 が この 家格 と さ れ た が 、 同年 に 成立 し た 重富 家 も 加わり 、 重富 家 の 前身 、 越前 島津 家 が 室町 幕府 の 直勤 だっ た ため 、 一門 家 筆頭 と さ れ た 。
家	11	ケ	元文 3 年 の 一門 家 新設 時 は 加治木 家 と 垂水 家 が この 家格 と さ れ た が 、 同年 に 成立 し た 重富 家 も 加わり 、 重富 家 の 前身 、 越前 島津 家 が 室町 幕府 の 直勤 だっ た ため 、 一門 家 筆頭 と さ れ た 。
家	14	ケ	元文 3 年 の 一門 家 新設 時 は 加治木 家 と 垂水 家 が この 家格 と さ れ た が 、 同年 に 成立 し た 重富 家 も 加わり 、 重富 家 の 前身 、 越前 島津 家 が 室町 幕府 の 直勤 だっ た ため 、 一門 家 筆頭 と さ れ た 。
家	41	ケ	元文 3 年 の 一門 家 新設 時 は 加治木 家 と 垂水 家 が この 家格 と さ れ た が 、 同年 に 成立 し た 重富 家 も 加わり 、 重富 家 の 前身 、 越前 島津 家 が 室町 幕府 の 直勤 だっ た ため 、 一門 家 筆頭 と さ れ た 。
家	52	ケ	元文 3 年 の 一門 家 新設 時 は 加治木 家 と 垂水 家 が この 家格 と さ れ た が 、 同年 に 成立 し た 重富 家 も 加わり 、 重富 家 の 前身 、 越前 島津 家 が 室町 幕府 の 直勤 だっ た ため 、 一門 家 筆頭 と さ れ た 。
家	17	カ	日本 貝類 学会 役員 、 東京 貝類 同好 会 名誉 会長 を 務め た 貝類 収集 家 と し て も 知ら れ た 。
家	6	ケ	堀田 は 仙台 藩 伊達 家 を 「 家元 」 と 宇和島 藩 伊達 家 を 「 家 別レ 」 と する と いっ た 調停 案 を 示し た 。
家	5	ケ	1225 年 に バーベンベルク 家 の オーストリア 公 レオポルト 6 世 の 娘 マルガレーテ と 結婚 、 ハインリヒ 8 世 と フリードリヒ 4 世 を 儲け た が いずれ も 若く し て 早世 し た 。
家	18	ケ	1708 年 に カルロ が 死ぬ と 、 マントヴァ 公 位 は 廃位 さ れ 、 ゴンザーガ 家 は 永久 に マントヴァ を 失い 、 以後 ハプスブルク 家 支配 と なっ た 。
