kanji	index	reading	sentence
人	2	ジン	ベルベル 人 が 使用 し て 、 ラクダ は 、 サハラ 砂漠 全体 を 縦断 する より 定期 的 な 往来 を 可能 に し た が 、 一定 の 交易 路 が 出来る の は 、 7 世紀 から 8 世紀 に 西 アフリカ が イスラム 教 に 改宗 し て から で ある 。
人	5	ジン	2 チーム の 芸能 人 ら が パズル 形式 の クイズ に 挑む と いう 内容 で あっ た 。
人	2	ジン	香港 人 の 友人 の 結婚 式 に 出席 し た 。
人	22	ひと	天然 と 言う 事 で 、 ボーっと し て いる って 感じ も あり まし た し 、 ちょっと ズレ てる 人 だっ た ん です けど 。
人	3	ひと	フロア の 人 に 指摘 し 、 作り直し は お 断り し た もの の 、 肝心 の シェフ から の お 詫び が しばらく なく 、 何事 も なかっ た か の よう に ほか の テーブル に 食事 を 出し に いっ て い まし た 。
人	22	ひと	理研 の 石川 智久 上級 研究 員 に よる と 、 航空 機 や 新 幹線 など の 交通 機関 で 人 が 活発 に 移動 し て いる こと が 変異 ウイルス 流行 の 背景 に ある と み られる 。
人	7	ニン	HOH 被害 者 側 の 代理 人 を 務める 紀藤 正樹 弁護 士 が ブログ で 明らか に し まし た 。
人	26	ジン	『 詩仙 』 は ウェールズ 征服 後 の エドワード 1 世 を 呪い 、 プランタジネット 朝 の 没落 を つぶさに 予言 する 狂気 の ウェールズ 人 詩人 を 歌っ て いる 。
人	34	ひと	前年 と 比べ 、 「 参加 し たい ・ し て も よい 」 と いう 積極 派 が 減る 一方 、 「 義務 で も 参加 し たく ない 」 と 答える 人 が 4 割 を 超える など 、 参加 意欲 が 低下 傾向 に ある こと が 分かっ た 。
人	25	ひと	もし 一 対 一 で 会っ たら , 確実 に 取り込ま れ て しまい そう な , とてつ も ない パワー を 持っ た 人 だ と 思い まし た 。
人	8	ジン	871 年 、 ピサ 艦隊 は サラセン 人 から の サレルノ 防衛 の 主力 と なっ た 。
人	15	ジン	歴史 上 の 偉人 の 霊言 , 現役 政治 家 の 霊言 , 宇宙 人 の 霊言 など , その 対象 を アグレッシブ に 拡張 し て き まし た が , とうとう 他宗 教 トップ の 霊言 まで 出 て き て しまう そう です 。
人	6	ひと	客層 は 雰囲気 の いい 人 が 多い の で 、 接待 に は 使える か も 。
人	3	ジン	日系 アメリカ 人 三 世 。
人	1	ひと	人 に は 相談 し にくく やはり その 道 の プロ に 聞い て もらっ た ほう が 早い と 相談 し に 行き まし た 。
人	19	ジン	これ は 、 まれ に カナン の 大渦 を 超え て 漂着 する 人 の 多く が エレシア 人 で あっ た 事 から 、 「 尻尾 を 持た ない 人 」 #ERROR! 「 エレシア 人 」 と 認識 し た 為 で ある 。
人	36	びと	これ は 、 まれ に カナン の 大渦 を 超え て 漂着 する 人 の 多く が エレシア 人 で あっ た 事 から 、 「 尻尾 を 持た ない 人 」 #ERROR! 「 エレシア 人 」 と 認識 し た 為 で ある 。
人	18	ジン	端島 炭鉱 から 後 に 長崎 市 内 の 造船 所 へ と 移さ れ た 朝鮮 人 労働 者 に よる と 、 同じ 三菱 の 経営 ながら 造船 所 で は 危険 な 仕事 も なく 十分 な 食事 が 与え られ 、 端島 炭鉱 と は 「 天 と 地 の 差 」 で あっ た と いう 。
人	30	ひと	一連 の ホメオパシー 騒動 の 最中 , 産経 新聞 で ホメオパシー の 実践 者 と し て 紹介 さ れ た 人物 に , 荻野 哲也 氏 と いう 人 が い ます 。
人	12	ひと	すごく おもしろい 占い な の で 、 気 に なっ た 人 は 是非 受け て もらい たい です ね 。
人	19	ジン	コウタ から 地球 の 文化 や 文明 に つい て 教わる こと が 多く 、 逆 に 異星 人 の 視点 から コウタ の 悩み に アドバイス する こと も ある 。
人	27	ひと	慣れ ない フェザー 級 で の 試合 ながら 連勝 を 飾る が 、 天才 ボクサー ・ 関 拳児 と の 死闘 の 末 、 帰ら ぬ 人 と なっ て しまう 。
人	7	ひと	テッサリア に は 古く から の 人 の 営み が あり 、 紀元 前 2500 年 頃 の 新 石器 時代 の 遺跡 が ある 。
人	13	ひと	と は いっ て も 、 すぐ に 眠れ ない と いう 人 は 、 まず は 就寝 前 は 読書 で 過ごす など に 切り替え て みる と よい だろう 。
人	11	ニン	6 月 10 日 夜 , 長谷川 区議 の 代理 人 弁護 士 から 催告 書 が FAX さ れ て き た 。
人	37	ジン	彼女 は 地上 の 人々 を 地下 大 空洞 に ある 大 団地 に 避難 さ せる と 共 に 、 超 能力 を 発揮 し て ラーメタル の 接近 に よる 天変 地異 から 地球 人 の 窮地 を 救っ た 。
人	20	ひと	医療 拒否 や 医療 ネグレクト と いう と , エホバ の 証人 の 輸血 拒否 問題 を 連想 する 人 が 多い か も しれ ませ ん 。
人	20	ニン	より 良い 業務 改善 を 図る ため に 、 スタッフ 一人 で は 解決 でき ない 問題 を 複数 人 で 議論 し 解決 する 為 、 社内外 から 参加 者 を 募り グループ アクション 活動 を 行い 介護 職員 の 意識 向上 と サービス の 向上 を 行う 。
人	15	ジン	古代 ギリシア 世界 で は 盛ん に ワイン 醸造 が 行わ れ 、 ギリシャ 人 の 活動 と とも に 地中 海 に 広まっ た 。
人	2	ジン	ローマ 人 は 、 ペナイン 山脈 の 天然 資源 と 野生 動物 を 搾取 し た 。
人	13	ジン	タイ の 華人 は 、 同化 の 傾向 が 大きく 、 タイ 人 で ある と 言う 意識 の 方 が 強い と いわ れ 、 中国 人 に 対し て も あまり 目立っ た 友好 を 示す わけ で は ない 。
人	28	ジン	タイ の 華人 は 、 同化 の 傾向 が 大きく 、 タイ 人 で ある と 言う 意識 の 方 が 強い と いわ れ 、 中国 人 に 対し て も あまり 目立っ た 友好 を 示す わけ で は ない 。
人	5	ジン	1931 年 に ドイツ 人 物理 化学 者 の エーリヒ ・ ヒュッケル に よっ て 量子 力学 を 基 に 考案 さ れ た 。
人	19	ジン	フィリップ ・ ゴーレイヴィッチ は 難民 の 中身 は RPF に よる 報復 を 恐れ た フツ の 一般 人 と 、 旧 フツ 政権 指導 層 および 軍 や 民兵 の 組織 的 な 大量 疎開 だっ た 様 に 描写 し て いる 。
人	6	ひと	ここ は 、 知り合い の 人 に 教え て もらっ た ん です が 立花 駅 付近 で は 一番 好き な 店 です 。
人	11	ジン	背景 は 不明 だ が 、 ヨルダン 駐在 の イスラエル 人 外交 官 の 殺害 を 狙っ た 可能 性 が ある 。
人	29	ニン	破産 は , 委任 の 当然 終了 事由 ※ です の で , TOSHI 及び トシ オフィス に つい て い た ホーム オブ ハート 側 の 代理 人 弁護 士 全員 の 代理 人権 が 消滅 し て い ます 。
人	6	ニン	これ に 対し て 弁護 人 は 突如 , A子 さん が 当時 宇佐美 被告 に 当て て 送っ た メール や バースデー カード の 文面 を 読み上げ て , A子 さん が 宇佐美 被告 に 好意 を 伝え て い た こと を 示し 始め まし た 。
人	14	ひと	「 12 星座 別 キー ワード 」 で は 、 あなた が どんな 人 か ?
人	5	ひと	女性 は 嫌 な 人 も いる の で 気 に し た 方 が よい か な !
人	11	ひと	未来 の 幸運 を 前借り する もの 、 触れ た 人 の 幸運 を 奪う もの 、 寿命 を 代償 に し て 幸運 を 呼び寄せる もの 、 幸運 を 他人 に 譲っ て その 見返り に よっ て 大きな 幸運 を 手 に 入れる もの など 、 いく つ か 種類 が ある 。
人	4	ひと	買い物 に 来る 人 達 は みな 真剣 です 。
人	4	ひと	ランチ で も 人 が 絶え ない 人気 店 です 。
人	24	ひと	多く の 被害 者 を 出し て 社会 を 騒が せ , 逮捕 者 まで 出 て いる の に , なお も 人 の 健康 不安 に つけこん だ 活動 を し て いる 様子 が うかがえ ます 。
人	12	ひと	ノストラダムス が 予言 し た , と 勝手 に 後世 の 人 たち に よっ て 解釈 さ れ た “ 1999 年 人類 滅亡 説 ” に 比べ , マイナー な 感 の ある 今年 の アセンション 。
人	41	ジン	また 、 アメリカ は ウサーマ ・ ビン ・ ラーディン を 「 生死 を 問わ ず 」 捕まえる と いう アメリカ の 政策 に 不満 を 持つ イスラエル 人 に よる テロ に つながる と 信じ られ て い た パレスチナ 人 暗殺 を 批判 し た 。
人	5	ひと	写真 に 写っ た 人 に 憑い て いる 怨念 を 写し出し て 占い を 行う 。
人	6	ジン	性格 は 残忍 で 、 人 族 を 見かける と 襲撃 し て 金品 を 奪っ たり 、 殺し て 食料 に し て しまう 。
人	4	ジン	ニューカマー の 韓国 人 が 多い よう です 。
人	4	ひと	いつ も 、 人 が 沢山 い ます 。
人	6	ジン	議員 で は ない 一般 人 が 議会 に 参加 する 方法 が 2 つ これ は イギリス 議会 に は ない 制度 で ある 。
人	6	ジン	これ に 対し , 日本 人 の チベット 支援 者 は もちろん , 一部 の チベット 人 から も 疑問 の 声 が 上がっ て い まし た 。
人	17	ジン	これ に 対し , 日本 人 の チベット 支援 者 は もちろん , 一部 の チベット 人 から も 疑問 の 声 が 上がっ て い まし た 。
人	10	ひと	審美 歯科 の 金額 を 下げ 、 一般 の 人 で も 手 の 届く 価格 に し て いる 。
人	7	ひと	強い 興味 を 持っ て いる 人 なら 自分 より も その 対象 に つい て 詳しい 人 や 優れ て いる 人 を 知っ て いる はず だ 。
