kanji	index	reading	sentence
金	16	かね	1793 年 4 月 30 日 に は 兄 モーニントン 伯爵 リチャード から 借り た 金 で 第 33 歩兵 連隊 の 少佐 の 階級 を 購入 し た 。
金	10	かね	この よう な 被害 者 から 騙し取っ た お 金 を 含め 霊感 商法 の 売上 や 信者 献金 が 統一 教会 系 企業 に 流れ て い た と 思わ れる 。
金	9	キン	彼 の 失敗 に よっ て オーストリア が 金 メダル を 獲得 し た こと で 、 オーストリア 勢 から は 身の程 知ら ず と 嘲笑 さ れ て いる 。
金	31	かね	私 の 13 年間 , 守谷 香 は 仮 に も 一時 的 に 夫婦 で あっ た 夫 で ある 私 を 働か せ 続け , すべて の お 金 を 奪い取り , 信じる 心 も 奪い取り , 何 も か も 嘘 で 固め た 人生 を 送らさ れ て き まし た 。
金	1	キン	金 メダル は 6 個 で 、 4 階級 を 残し て 前回 ドーハ 大会 の 4 個 を 上回っ た 。
金	12	キン	NY 原油 先物 相場 は 3 日 続落 し 、 NY 金 先物 相場 は 3 日 ぶり に 反落 し た 。
金	10	キン	こんな やり 方 で 「 虎の子 」 の 剰余 金 を 使わ れる と 着工 を 待つ 沿線 自治 体 は 納得 でき まい 。
金	7	かね	献金 と 称し て 日本 の 金 韓国 に 持ち逃げ さ れ ます 。
金	36	かね	この 事件 に つい て 、 朝日 新聞 の 鵜飼 啓 は 、 外国 人 登録 証 の 不正 更新 に よる 書類 送検 、 書記 官 と 軍 と の 関係 、 「 おかしな 金 の 動き 」 に 触れ た 上 で 、 「 だ が 、 違法 な 情報 収集 は 確認 でき ず 、 果たして 「 スパイ 」 と まで 言える の か 」 と 弁じ 、 「 それ で も 一部 で 大々 的 に 報じ られ 、 日本 の 政治 家 は 中国 の 訪問 団 と の 面会 に 及び腰 に なっ た 」 と その 影響 を 指摘 し た 。
金	14	キン	「 特別 枠 」 で は 、 同 制度 の 畑 作物 交付 金 や 用排水 施設 の 整備 など 2179 億 円 を 要望 する 。
金	2	キン	助成 金 の 額 は 3 万 円 。
金	21	かね	信者 から やたら と カネ を 取ろう と は し て い ない の に , よく そんな に お 金 が ある もん だ と 思う けど , 理由 は 簡単 。
金	14	キン	モリル は 、 前任 の 財務 長官 ベンジャミン ・ ブリストウ と 同様 に 金 本位 制 を 主張 し 、 「 無 償還 公債 や 不換 紙幣 は 、 憲法 と の 間 に 本質 的 矛盾 を 抱え て いる 」 と 指摘 し た 。
金	3	キン	この 助成 金 は 、 楽団 が 2008 年 5 月 に 「 海賊 」 を 主題 に する 演奏 会 を リバティ 高等 学校 で 開催 する こと を 目的 と し た 。
金	4	かね	「 時 は 金 なり 」 「 左団扇 」 「 金持ち 喧嘩 せ ず 」 と いっ た 金 に まつわる 言葉 を 好む 。
金	19	かね	「 時 は 金 なり 」 「 左団扇 」 「 金持ち 喧嘩 せ ず 」 と いっ た 金 に まつわる 言葉 を 好む 。
金	12	キン	だ が 、 開催 費 の 財源 と し て 寄付 金 1000 億 円 を 見込ん だ こと など に つい て 、 市民 から 実現 性 を 疑問 視 する 声 が 上がり 、 主導 し た 秋葉 前 広島 市 長 が 今年 1 月 に 4 選 不 出馬 を 表明 。
金	38	キン	しかし 、 居飛車 が 角道 を 止める 手 を 保留 し た 場合 に どう 手 を 作る か が 課題 で 、 袖 飛車 へ の 転換 や 4 筋 の 位 を 取っ て 左 金 を 攻め に 活用 する など の 手段 が ある 。
金	2	キン	移籍 金 の 額 は 800 万 ユーロ から 1000 万 ユーロ の 間 と 言わ れ て いる 。
金	30	キン	1993 年 に 業績 が 大幅 に 悪化 する と 、 1993 年 6 月 18 日 、 ストック オプション など 約 1000 万 ドル 相当 の 退職 慰労 金 を 手 に スカリー は CEO を 退任 し 、 アップル の ヨーロッパ 市場 で 功績 を 上げ て い た マイケル ・ スピンドラー が 新た な CEO に 就任 する 。
金	12	キン	自ら は 兵 200 を 率い て 勝家 の 馬印 「 金 の 御 弊 」 を 掲げ て 身代わり と なり 秀吉 勢 の 大軍 を 惹きつけ 果敢 に 応戦 。
金	39	キン	一方 、 8 市町 以外 で 放射 線量 が 高い 場所 が 見つかっ た 場合 も 、 面積 が 広い 場合 に は 「 国 と の 協議 で 検討 」 し 、 局所 的 なら 「 補助 金 など の 対象 外 」 と の 認識 が 示さ れ た 。
金	15	かね	それ で も 小原 は 1963 年 4 月 に 持っ て い た 金 は 事件 と 無 関係 と 言い張っ た が 、 平塚 ら は 「 これ だけ 材料 を 突きつけ られ て まだ 逃れ られる と 思っ て いる の か 」 と 小原 を 追い詰め 、 それ から ほどなく し て 小原 は 金 が 吉展 ちゃん 事件 と 関係 の ある もの だ と 供述 し た 。
金	59	かね	それ で も 小原 は 1963 年 4 月 に 持っ て い た 金 は 事件 と 無 関係 と 言い張っ た が 、 平塚 ら は 「 これ だけ 材料 を 突きつけ られ て まだ 逃れ られる と 思っ て いる の か 」 と 小原 を 追い詰め 、 それ から ほどなく し て 小原 は 金 が 吉展 ちゃん 事件 と 関係 の ある もの だ と 供述 し た 。
金	7	かね	私 は あまり エステ に お 金 を かけれ ない と 思い 色々 な エステ サロン に 相談 に すごく 親身 に なっ て 下さり 他 の エステ さん より 安心 でき まし た 。
金	15	キン	同署 に よる と 、 ドラマ の 撮影 は 行わ れ ず 、 違約 金 も 返却 さ れ ない ため 、 女性 が 2 月 に 被害 を 届け出 た 。
