kanji	index	reading	sentence
店	22	テン	デッカーハイツ や ベンソンハースト に は イタリア 系 の 集中 が 見 られ 、 その 影響 で ピザ 屋 など イタリア 料理 店 が 多く 展開 さ れ て いる 。
店	8	みせ	また 行き たい と 思っ ちゃう お 店 です ね 。
店	5	みせ	布佐 に この お 店 が あっ て 重宝 し て い ます 。
店	8	みせ	カット も 上手 です し 、 お 店 の 雰囲気 が 落ち着き ます 。
店	6	みせ	他 に 色々 と お 店 ある けど 、 やっぱり エム さん に は かなわ ない なぁ 。
店	5	みせ	とても おしゃれ な お 店 です ね 。
店	5	みせ	琴似 に は お 店 が たくさん あり ます の で 、 この 店 は もう 利用 し ませ ん 。
店	14	みせ	琴似 に は お 店 が たくさん あり ます の で 、 この 店 は もう 利用 し ませ ん 。
店	23	みせ	ここ は 、 知り合い の 人 に 教え て もらっ た ん です が 立花 駅 付近 で は 一番 好き な 店 です 。
店	11	テン	同 時期 、 本格 的 に 名画 座 や 古書 店 に 通い 出す 。
店	13	テン	加治木 町 で は 加治木 饅頭 製造 組合 を 構成 する 菓子 店 7 店 の ほか 、 製造 直売 店 が 国道 10 号 線 沿い に 数多く 立ち並び 、 熱々 の 饅頭 を 販売 し て いる 。
店	21	テン	加治木 町 で は 加治木 饅頭 製造 組合 を 構成 する 菓子 店 7 店 の ほか 、 製造 直売 店 が 国道 10 号 線 沿い に 数多く 立ち並び 、 熱々 の 饅頭 を 販売 し て いる 。
店	20	みせ	田舎 に ある に も かかわら ず 、 鹿屋 市 内 の 奥 様 方 御 用達 の お 店 。
店	3	テン	各 百貨 店 は 、 大学 生 が 制作 し た 造形 作品 を ショー ウインドー に 飾っ たり 、 出入り 口 付近 に 家族 で 楽しめる 影絵 の セット を 設ける など 客 の 呼び込み に 工夫 を 凝らし て いる 。
店	14	テン	また 、 七 丁目 や 八 丁目 周辺 は 高級 クラブ や 飲食 店 など が 立ち並ん で いる 。
店	6	みせ	入っ た 瞬間 から お 店 全体 に アロマ の 匂い が 広がっ て い て その 匂い だけ で も 癒さ れ まし た 。
店	24	みせ	ハンバーグ って 、 手 が かかる 割 に は 、 高い お 値段 を つける こと が でき ない の で 、 お 店 の 経営 姿勢 が よく わかり ます 。
店	5	みせ	公園 前 の お 店 横 の 桜 は 見頃 です 。
店	4	テン	地元 の リピート 店 です 。
店	7	テン	手羽 先 が 有名 な チェーン 店 。
店	7	みせ	味 だけ で なく 、 お 店 の お 母 さん や 店員 さん の アット ホーム な 雰囲気 も 人気 の 秘密 です 。
店	30	テン	小売 業 、 スーパーマーケット 、 肉屋 、 パン 屋 と いっ た 生活 必需 品 を 扱う 業者 の 他 に 、 建設 業 、 石材 業 、 ガラス 店 、 電気 店 、 製材 所 が ある 。
店	33	テン	小売 業 、 スーパーマーケット 、 肉屋 、 パン 屋 と いっ た 生活 必需 品 を 扱う 業者 の 他 に 、 建設 業 、 石材 業 、 ガラス 店 、 電気 店 、 製材 所 が ある 。
店	5	みせ	横浜 あたり の お 店 で 買っ た らしく 、 今度 連れ てっ て もらう 予定 です 。
店	22	みせ	行っ た 日 が 特に 多かっ た らしく 、 10 数 人 が 開店 前 に 並ん で 、 開店 と 店 は 一杯 に なっ た 。
店	11	テン	篠崎 の 名店 「 ジャンボ 」 の 唯一 の 直系 店 。
店	9	テン	ランチ で も 人 が 絶え ない 人気 店 です 。
店	3	みせ	あまり 大きな 店 で は ない の です が 、 マニアック な もの や お洒落 な もの が あり 楽しかっ た 。
店	16	みせ	バイク で 利尻 島 を 旅行 し て い て 、 たまたま 立ち寄っ た お 店 。
店	4	みせ	オシャレ な お 店 と 丁寧 で 優しい 接客 が 、 すごく 落ち着き まし た 。
店	22	みせ	トッピング も 瀬戸 内海 から 直送 の 限定 メニュー など 、 本場 の 讃岐 の 味 を しっかり 堪能 できる お 店 です 。
店	18	みせ	余談 だ が 、 京都 の 「 六曜 社 」 と 違っ て ここ は 食事 の 店 だ 。
店	1	みせ	店 を ただ オープン さ せる だけ で は ない 。
店	1	みせ	店 は あんまり 広く ない の で いつ も こん で ます
店	4	みせ	ここ の お 店 は 以前 から 、 すごい 水槽 が あっ て 幻想 的 だ よ って 聞い て い た の で 行っ て き まし た 。
店	10	テン	かつて は 商店 街 の 東端 に 西武 富山 店 が 所在 し て い た が 、 2006 年 3 月 末 に 閉店 し た 。
店	5	みせ	こちら が 最初 の 店 。
店	10	みせ	箱根 に あまり ない 感じ の おしゃれ な お 店 でし た 。
店	11	みせ	自然 療法 を 教える だけ で なく 自然 食品 の 店 も 経営 し て い た 。
店	11	みせ	蕎麦屋 で 酒 を 呑む と いう 粋 な お 店 。
店	3	テン	北岡 工務 店 は 、 富山 市 の 建築 工務 店 です 。
